Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualité de Travailleur Handicapé)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
03/03/2019 20:59;1775414848107460;Femme;2016;Initiale;GBA;Activite;Privé;CDD;En France;Pays de la Loire;;16;Non;Tipiak;250 à  4 999 salarié(e)s ;Marketing;Chef de produits ;Industrie agroalimentaire ;34500;OUI;OUI;NON;OUI;4;5;4;3;2
22/02/2019 10:55;1783100917706520;Homme;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
09/03/2019 10:59;1794190670246510;Homme;2016;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;16;Non;BEI;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur hydraulique ;Sociétés de conseil, bureaux d'études;28000;NON;NON;NON;;5;5;3;4;4
08/02/2019 13:46;1803013596808820;Homme;2016;Initiale;STE;Activite;Privé;CDI;En France;Île-de-France;;16;Non;Test ingénierie ;De 20 à 49 salarié(e)s ;Maîtrise d'ouvrage ;Chargé D'études ;Sociétés de conseil, bureaux d'études;;NON;OUI;OUI;OUI;4;5;3;5;3
08/02/2019 15:12;1788692357825130;Homme;2018;Initiale;STE;Activite;Privé;CDI;A l'étranger;;Irlande;5;Non;Veolia Water Ireland;5 000 salarié(e)s ou plus;Tendering Team;Proposals Engineer;Autres secteurs ;28000;NON;OUI;NON;NON;5;5;4;5;5
04/03/2019 13:46;1776551862423230;Homme;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;3;Non;Brasserie Bourganel;De 10 à 19 salarié(e)s ;Production - Exploitation ;Opérateur de production;Industrie agroalimentaire ;21600;NON;NON;NON;NON;4;5;3;3;3
08/02/2019 23:33;1798575367830360;Femme;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;10;Non;SUEZ Eau France;5 000 salarié(e)s ou plus;Pôle Technique - Direction Métiers Performance;Ingénieur Hydraulique et Environnement;Production et distribution d'eau assainissement, gestion des déchets et dépollution;40800;NON;NON;NON;OUI;4;4;4;4;2
22/03/2019 09:13;1789078631380730;Femme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
05/03/2019 11:12;1789023084728820;Femme;2017;Initiale;GBA;Activite;Non salarié(e) (Chef d'entreprise, Profession libérale, Travailleur(e) indépendant(e));;En France;Occitanie;;1;Non;Innovadrinks / Creative Drink; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D;Industrie agroalimentaire ;;NON;OUI;NON;OUI;5;5;4;5;5
05/03/2019 15:07;1875637072244140;Femme;2017;Initiale;GBA;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;17;Non;NATUREX;De 50 à 249 salarié(e)s ;Production - Exploitation ;Chef d'atelier et amélioration continue;Industrie agroalimentaire ;32000;OUI;NON;OUI;OUI;4;4;4;5;5
06/03/2019 17:33;1776106651629790;Homme;2016;Professionalisation;IG;Activite;Privé;CDI;En France;Occitanie;;43;Non;Sopra Steria;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Chef de projet;Activités informatiques et services d'information (TIC services);43600;OUI;OUI;OUI;OUI;5;5;3;5;5
08/03/2019 10:19;1883551407364270;Homme;2016;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;28;Non;Erba diagnostic;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur électronique;Recherche-développement scientifique;32000;NON;NON;NON;NON;4;5;3;4;5
08/03/2019 18:33;1768549879167250;Homme;2017;Apprentissage;EGC;Activite;Public;CDI;En France;Provence-Alpes-Côte d'Azur;;18;Non;SNCF Reseau;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);ingénieur d'étude hydraulique ;Industrie automobile, aéronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;4;5;3;5;4
08/03/2019 19:04;1788412995836520;Femme;2018;Apprentissage;EGC;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/03/2019 21:30;1776166905404100;Femme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;23;Non;CACG;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur ouvrages hydrauliques;Autres activités spécialisées, scientifiques et techniques;30500;NON;OUI;NON;OUI;4;5;3;5;4
08/03/2019 21:52;1776102501602960;Homme;2018;Apprentissage;EGC;Activite;Privé;CTT;En France;Occitanie;;1;Non;Forbat;De 20 à 49 salarié(e)s ;Conduite de travaux;Assistant conducteur de travaux;Construction, BTP;26000;OUI;NON;OUI;NON;4;4;2;4;4
09/03/2019 09:14;1788410788041650;Homme;2017;Apprentissage;EGC;Activite;Privé;CDI;En France;Occitanie;;17;Non;Prima groupe;De 10 à 19 salarié(e)s ;Maitrise d'oeuvre ;Ingenieur etudes et travaux;Construction, BTP;30000;NON;OUI;NON;OUI;4;5;4;5;5
09/03/2019 10:07;1789083202231100;Homme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;30;Non;Bouygues ;5 000 salarié(e)s ou plus;Production - Exploitation ;Conducteur de travaux ;Construction, BTP;42000;OUI;OUI;OUI;OUI;5;5;4;5;5
08/02/2019 14:08;1768015126454010;Femme;2016;Initiale;STE;Activite;Public;CDD;En France;Hauts-de-France;;22;Non;Pôle Métropolitain de la Côte d'Opale; Moins de 10 salarié(e)s ;Maîtrise d'ouvrage ;;Administration d'État, Collectivités territoriales, Hospitalière;24600;NON;OUI;NON;OUI;1;5;2;4;
09/03/2019 12:29;1775265436690180;Femme;2016;Apprentissage;EGC;Activite;Privé;CDI;En France;Corse;;28;Non;CETA Environnement ;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études ;Autres activités spécialisées, scientifiques et techniques;28000;NON;NON;NON;OUI;4;4;2;3;4
09/03/2019 14:44;1767833231783100;Femme;2017;Apprentissage;EGC;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;16;Non;Edf;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingénieur génie civil;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);40300;NON;OUI;NON;OUI;4;4;4;4;3
26/02/2019 22:39;1788410786300640;Homme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;0;Non;Coopérative vercors lait;De 20 à 49 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Responsable qualité adjoint;Industrie agroalimentaire ;30000;OUI;NON;NON;OUI;5;5;4;4;4
11/03/2019 10:19;1782921156842660;Homme;2018;Initiale;MEA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;7;Non;Adentis ;250 à  4 999 salarié(e)s ;;Ingénieur consultant ;Autres activités spécialisées, scientifiques et techniques;31000;NON;NON;NON;NON;4;4;4;3;3
08/02/2019 16:13;1782661106976820;Homme;2017;Initiale;MI;Activite;Privé;CDI;En France;Île-de-France;;18;Non;Scalian Alyotech;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;ingénieur d'étude et réalisation;Autres secteurs ;33500;NON;NON;NON;NON;3;5;3;3;3
11/03/2019 10:50;1789312612262240;Homme;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 10:52;1793744700896510;Femme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;17;Non;Alten SO;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;;Sociétés de conseil, bureaux d'études;29640;NON;NON;NON;OUI;4;5;3;4;5
11/03/2019 10:57;1783045692872010;Femme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Centre-Val de Loire;;19;Non;SMAC;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingénieur travaux ;Construction, BTP;36400;NON;OUI;OUI;OUI;3;5;3;5;3
11/03/2019 10:58;1768453628111900;Homme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;7;Non;CGI;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Service Line Leader sur le bundle HCORE ;Industrie des technologies de l'Information et de la Communication (TIC);33000;OUI;NON;OUI;OUI;2;5;2;2;4
13/03/2019 21:20;1776541210122180;Femme;2017;Initiale;MI;Activite;Privé;CDI;En France;Île-de-France;;17;Non;Capgemini;5 000 salarié(e)s ou plus;Informatique industrielle et technique ;Consultant PLM;Sociétés de conseil, bureaux d'études;38000;NON;NON;NON;NON;3;3;3;3;3
11/03/2019 11:09;1789246118099040;Femme;2016;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;9;Non;PLANITEC;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'affaire;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35400;NON;NON;NON;OUI;4;5;4;3;4
11/03/2019 11:13;1766828031937710;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;6;Non;MCA Ingenierie;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur d'études;Industrie automobile, aéronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;5;5;3;5;5
11/03/2019 11:15;1893834515609910;Femme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;6;Non;Trempelec;De 20 à 49 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur méthodes industrialisation ;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;34300;NON;OUI;NON;OUI;5;5;5;5;5
11/03/2019 11:17;1894585798284970;Femme;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:20;1775574132888890;Homme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;6;Non;4CAD groupe;De 50 à 249 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingenieur commercial CAO/PLM;Activités informatiques et services d'information (TIC services);38000;NON;NON;NON;NON;4;5;4;4;3
11/03/2019 11:22;1768381832280630;Homme;2016;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;30;Non;Expleo;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingenieur M&P;Industrie automobile, aéronautique, navale, ferroviaire;33780;OUI;NON;NON;OUI;4;4;2;4;4
11/03/2019 11:27;1789034148419490;Femme;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:36;1783556163890680;Homme;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:49;1783429267111760;Homme;2017;Apprentissage;MAT;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 13:29;1882916933541120;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 13:33;1783551733103470;Homme;2016;Initiale;MAT;Activite;Privé;CDI;En France;Normandie;;24;Non;Orano Projets;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Etudes Matériaux;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);36800;NON;NON;NON;NON;5;5;3;4;2
21/02/2019 20:37;1788522878377980;Homme;2017;Initiale;MI;Activite;Privé;CDI;En France;Centre-Val de Loire;;12;Non;Pack 3.0; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur modélisation et simulation numérique;Recherche-développement scientifique;32854;NON;NON;NON;OUI;4;4;2;5;4
21/02/2019 20:12;1789312834937740;Homme;2018;Initiale;MI;Etudes;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 14:35;1899261177600800;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;5;Non;Gerflor;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D Process;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;40000;NON;NON;OUI;NON;4;4;2;3;3
08/02/2019 19:53;1782520393975250;Homme;2016;Initiale;MI;Activite;Privé;CDI;En France;Île-de-France;;30;Non;GP-Concept; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur chargé de projet;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);37400;OUI;OUI;OUI;OUI;4;1;5;4;5
11/03/2019 15:37;1794637799468610;Homme;2016;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;7;Non;Saint-Gobain Research Provence (ex Saint-Gobain CREE);5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D;Recherche-développement scientifique;42700;NON;NON;NON;NON;4;5;3;4;4
11/03/2019 15:37;1788523039018810;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;6;Non;DE VIRIS groupe PARLYM;De 50 à 249 salarié(e)s ;Ingénierie infrastructure;Ingénieur Etudes;Sociétés de conseil, bureaux d'études;35000;NON;OUI;OUI;OUI;4;4;3;3;4
11/03/2019 15:48;1782336314185680;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;6;Non;ALTEN;5 000 salarié(e)s ou plus;Assistance technique;Ingénieur d'étude consultant;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);32500;OUI;NON;OUI;NON;5;5;4;4;4
11/03/2019 16:04;1789139063016260;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Normandie;;6;Non;PONTICELLI FRERES;5 000 salarié(e)s ou plus;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur d'Affaires;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;40000;OUI;OUI;OUI;OUI;4;5;4;4;4
11/03/2019 16:05;1777070169573770;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;5;Non;2C2I;De 50 à 249 salarié(e)s ;CONCEPTION;Ingénieur Calcul;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;33000;NON;NON;NON;NON;4;5;3;3;5
11/03/2019 16:06;1776551784277790;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;1;Non;Agap 2;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Ingénieur Qualité Métallurgie ;Industrie automobile, aéronautique, navale, ferroviaire;33000;NON;NON;NON;NON;2;5;4;3;1
11/03/2019 16:13;1788520832919500;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;6;Non;Ponticelli;250 à  4 999 salarié(e)s ;Travaux d'arret De raffinerie ;Ingenieur d'affaires ;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;33600;OUI;OUI;OUI;OUI;5;5;5;5;5
12/03/2019 20:16;1768095949487950;Homme;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Occitanie;;18;Non;LRTI;De 20 à 49 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur d'affaires / iwe;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;39000;OUI;OUI;OUI;OUI;5;5;4;5;5
25/03/2019 16:00;1794775599387390;Homme;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Occitanie;;6;Non;MONTEIRO;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Préparateur qualité soudage;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;50000;NON;NON;NON;OUI;5;5;5;4;5
11/03/2019 18:09;1782333581805030;Femme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Île-de-France;;5;Non;Pierre Hermé Paris;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante Qualité;Industrie agroalimentaire ;35000;NON;NON;NON;OUI;4;4;3;4;3
12/02/2019 02:46;1776695966718780;Femme;2018;Initiale;GBA;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 17:12;1788410734715660;Homme;2016;Apprentissage;MSI;Activite;Privé;CDI;En France;Occitanie;;6;Oui;Airbus commercial aircraft;5 000 salarié(e)s ou plus;Bureau d'étude;Ingénieur matériaux et procédés soudage ;Industrie automobile, aéronautique, navale, ferroviaire;40000;;OUI;;OUI;4;4;4;4;4
11/03/2019 17:18;1768006047765230;Homme;2018;Apprentissage;MSI;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 17:34;1796972700020090;Homme;2016;Initiale;MAT;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;2;Non;Cea leti;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur intégration filière ;Recherche-développement scientifique;29000;NON;NON;NON;NON;4;5;3;4;5
08/02/2019 16:56;1788640939020030;Femme;2018;Initiale;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;6;Non;Cycle Farms; Moins de 10 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieure nutrition;Autres activités spécialisées, scientifiques et techniques;30000;NON;OUI;NON;OUI;4;5;3;4;2
11/03/2019 18:26;1782714862940150;Femme;2016;Initiale;GBA;Activite;Privé;CDI;En France;Hauts-de-France;;0;Non;Mowi ;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Product manager & NPD Junior;Industrie agroalimentaire ;34000;NON;OUI;NON;OUI;4;4;4;4;3
11/03/2019 18:35;1898711235287940;Femme;2018;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 22:11;1789425835894650;Homme;2018;Initiale;MI;Activite;Privé;Contrat local;A l'étranger;;Slovaquie;2;Non;SHARK.AERO;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur R&D;Industrie automobile, aéronautique, navale, ferroviaire;28680;NON;NON;NON;OUI;5;;3;5;4
11/03/2019 19:53;1793993174453520;Homme;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Bourgogne-Franche-Comté;;5;Non;Framatome;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingenieur R&D soudage;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);40000;NON;OUI;NON;OUI;4;5;3;5;3
11/03/2019 19:05;1782593075378550;Homme;2017;Initiale;MAT;Activite;Privé;CDI;En France;Normandie;;17;Non;EDF;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingénieur Système Groupe Turbo-Alternateur;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);47000;NON;NON;NON;OUI;5;5;4;4;4
13/02/2019 23:30;1794283006033660;Homme;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;17;Non;Eccr ingénierie ;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur calculs ;Sociétés de conseil, bureaux d'études;;NON;NON;NON;OUI;4;3;4;3;4
12/03/2019 03:13;1782327184883430;Homme;2018;Apprentissage;SE;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;
12/03/2019 08:00;1789139068558700;Homme;2018;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;6;Non;Abylsen;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingenieur d'affaires;Sociétés de conseil, bureaux d'études;28500;OUI;OUI;OUI;OUI;4;;;;
15/04/2019 10:26;1803247967074530;Femme;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;8;Non;CLEXTRAL;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Leader d'essais;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);36000;NON;OUI;NON;OUI;3;4;4;3;2
12/03/2019 12:22;1888691982542960;Homme;2016;Apprentissage;MSI;Activite;Privé;CDI;En France;Occitanie;;1;Non;Orano Projets;5 000 salarié(e)s ou plus;Maîtrise d'ouvrage ;Ingénieur Responsables tout Corps d'État Tuyauterie Chaudronnerie ;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);45000;OUI;OUI;OUI;OUI;4;3;3;4;5
12/03/2019 14:02;1782714542276590;Homme;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;6;Non;DMS Imaging;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur Système;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;35000;OUI;NON;NON;OUI;4;5;4;4;3
12/03/2019 18:36;1888751679830520;Homme;2016;Apprentissage;MSI;Activite;Public;CDI;En France;Provence-Alpes-Côte d'Azur;;30;Non;Gendarmerie;5 000 salarié(e)s ou plus;;;Autres secteurs ;30000;OUI;NON;OUI;NON;;;;;
25/03/2019 15:42;1782917424882040;Homme;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;6;Non;Groupe ADF;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Ingénieur qualité soudage;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;39000;OUI;NON;OUI;OUI;4;4;4;5;4
12/03/2019 22:27;1888881484098460;Homme;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;6;Non;Eiffage métal ;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingenieur projets;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;42000;OUI;OUI;OUI;OUI;5;5;3;5;3
12/03/2019 22:43;1782335932003810;Homme;2018;Apprentissage;MSI;Activite;Privé;CDD;En France;Occitanie;;1;Non;CIMAT;250 à  4 999 salarié(e)s ;Assistance technique;Assistant chef de projet;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;32000;NON;NON;NON;NON;4;4;3;4;4
12/03/2019 23:49;1789139235822350;Homme;2016;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 11:17;1788751978030430;Homme;2016;Apprentissage;MSI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;11;Non;ROBATEL INDUSTRIES;De 50 à 249 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ordonnanceur;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;40600;OUI;OUI;OUI;OUI;4;4;4;4;4
13/03/2019 11:38;1793838444568620;Femme;2018;Apprentissage;SE;Sans activité volontairement;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 11:55;1798487225680640;Homme;2016;Initiale;IG;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;31;Non;ABYLSEN STRA;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Manager Coach;Agriculture, sylviculture et pêche ;108000;OUI;OUI;OUI;OUI;5;5;5;5;5
13/03/2019 12:13;1782464366155500;Femme;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;19;Non;CGI;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur en technologie de l'information;Industrie des technologies de l'Information et de la Communication (TIC);35000;NON;NON;NON;NON;4;5;3;4;4
13/03/2019 12:13;1798487275128440;Homme;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;16;Non;SOPRASTERIA;5 000 salarié(e)s ou plus;Exploitation / maintenance informatique ;Ingénieur Développement;Activités informatiques et services d'information (TIC services);32500;NON;NON;NON;NON;4;5;3;4;3
13/03/2019 12:14;1858522590312930;Homme;2018;Initiale;IG;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;6;Non;Poligma SAS; Moins de 10 salarié(e)s ;Etudes et développement en systèmes d'information ;Data-scientist & backend engineer;Sociétés de conseil, bureaux d'études;24636;OUI;NON;OUI;OUI;5;4;2;5;5
13/03/2019 12:18;1769008063805780;Homme;2018;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;6;Non;TheChatbotFactory;De 10 à 19 salarié(e)s ;Autre service ou département;Ingénieur logiciel;Autres activités spécialisées, scientifiques et techniques;34000;NON;NON;NON;NON;3;4;4;5;5
13/03/2019 12:22;1788692464408060;Homme;2016;Initiale;IG;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;;Non;Ubiant;De 20 à 49 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur recherche et développement;Activités informatiques et services d'information (TIC services);36000;NON;NON;NON;OUI;5;5;3;5;5
13/03/2019 12:31;1975976736882070;Homme;2018;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;4;Non;SMILE;250 à  4 999 salarié(e)s ;Exploitation / maintenance informatique ;Ingénieur études et développement;Activités informatiques et services d'information (TIC services);30000;NON;NON;NON;NON;3;4;2;;5
13/03/2019 12:40;1798760223232460;Homme;2016;Initiale;IG;Activite;Privé;CDI;En France;Île-de-France;;11;Non;Red Hat;5 000 salarié(e)s ou plus;Informatique industrielle et technique ;Avant-vente;Industrie des technologies de l'Information et de la Communication (TIC);56000;NON;NON;NON;NON;5;5;5;5;5
13/03/2019 13:16;1798487317038550;Homme;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;24;Non;CGI France ;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur en systèmes d'information ;Activités informatiques et services d'information (TIC services);36000;OUI;;;;4;5;3;4;5
27/03/2019 22:26;1776167064812550;Femme;2018;Professionalisation;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 13:56;1794036690548180;Homme;2016;Apprentissage;MSI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;17;Non;Bureau Veritas;5 000 salarié(e)s ou plus;Production - Exploitation ;ingénieur specialiste;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);40000;NON;NON;NON;OUI;3;5;4;4;3
26/02/2019 22:13;1922396063984590;Homme;2018;Apprentissage;GBA;Recherche;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 14:55;1793784768342890;Homme;2018;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;7;Non;CGI;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Ingénieur en technologie de l'information;Industrie des technologies de l'Information et de la Communication (TIC);29000;NON;NON;NON;NON;3;5;3;4;5
13/03/2019 15:11;1919719536675400;Homme;2016;Initiale;IG;These;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 15:20;1783101163187100;Femme;2016;Initiale;IG;Activite;Privé;CDI;A l'étranger;;Espagne;7;Non;SCHNEIDER ELECTRIC;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Commercial data specialist;Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);40320;NON;NON;NON;NON;3;4;4;3;5
