Date;identifiant;Genre;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Disposez-vous d'une RQTH (Reconnaissance de la qualite de Travailleur Handicape)?;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
21/03/2019 23:15;1876241676867480    ;Homme;2017;Initiale;STE;Activite;Public;CDI;Etranger;;;14;Non;Ville de Noumea;250_4999;Maitrise d'ouvrage ;Charge d'operations;Administration d'etat, Collectivites territoriales, Hospitaliere;38000;NON;OUI;NON;OUI;4;4;3;4;5
26/02/2019 16:43;1783551796605180    ;Homme;2016;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 13:43;1875597509961050    ;Homme;2018;Initiale;MI;En creation d'entreprise /reprise d'entreprise;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 13:27;1783483939350040    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;7;Non;ABGI FRANCE;50_249;Etudes - Conseil et expertise (autre qu'informatique);Consultante scientifique en financement de l'innovation;Societes de conseil, bureaux d'etudes;36000;NON;NON;NON;OUI;5;5;3;5;5
03/03/2019 18:44;1793786666621500    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;6;Non;Fleury Michon;250_4999;Support/Process;Technicien Process conditionnement;Industrie agroalimentaire ;31000;NON;NON;NON;OUI;3;3;2;5;1
03/03/2019 20:59;1775414848107460    ;Femme;2016;Initiale;GBA;Activite;Prive;CDD;France;Pays de la Loire;;16;Non;Tipiak;250_4999;Marketing;Chef de produits ;Industrie agroalimentaire ;34500;OUI;OUI;NON;OUI;4;5;4;3;2
22/02/2019 10:55;1783100917706520    ;Homme;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
09/03/2019 10:59;1794190670246510    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;16;Non;BEI;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur hydraulique ;Societes de conseil, bureaux d'etudes;28000;NON;NON;NON;;5;5;3;4;4
08/02/2019 13:46;1803013596808820    ;Homme;2016;Initiale;STE;Activite;Prive;CDI;France;ile-de-France;;16;Non;Test ingenierie ;20_49;Maitrise d'ouvrage ;Charge D'etudes ;Societes de conseil, bureaux d'etudes;;NON;OUI;OUI;OUI;4;5;3;5;3
08/02/2019 15:12;1788692357825130    ;Homme;2018;Initiale;STE;Activite;Prive;CDI;Etranger;;Irlande;5;Non;Veolia Water Ireland;5000_;Tendering Team;Proposals Engineer;Autres secteurs ;28000;NON;OUI;NON;NON;5;5;4;5;5
04/03/2019 13:46;1776551862423230    ;Homme;2017;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;3;Non;Brasserie Bourganel;10_19;Production - Exploitation ;Operateur de production;Industrie agroalimentaire ;21600;NON;NON;NON;NON;4;5;3;3;3
08/02/2019 23:33;1798575367830360    ;Femme;2017;Initiale;STE;Activite;Prive;CDI;France;Occitanie;;10;Non;SUEZ Eau France;5000_;Pole Technique - Direction Metiers Performance;Ingenieur Hydraulique et Environnement;Production et distribution d'eau assainissement, gestion des dechets et depollution;40800;NON;NON;NON;OUI;4;4;4;4;2
22/03/2019 09:13;1789078631380730    ;Femme;2016;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;;
05/03/2019 11:12;1789023084728820    ;Femme;2017;Initiale;GBA;Activite;Non salarie(e) (Chef d'entreprise, Profession liberale, Travailleur(e) independant(e));;France;Occitanie;;1;Non;Innovadrinks / Creative Drink;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D;Industrie agroalimentaire ;;NON;OUI;NON;OUI;5;5;4;5;5
05/03/2019 15:07;1875637072244140    ;Femme;2017;Initiale;GBA;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;17;Non;NATUREX;50_249;Production - Exploitation ;Chef d'atelier et amelioration continue;Industrie agroalimentaire ;32000;OUI;NON;OUI;OUI;4;4;4;5;5
06/03/2019 17:33;1776106651629790    ;Homme;2016;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;43;Non;Sopra Steria;5000_;Etudes et developpement en systemes d'information ;Chef de projet;Activites informatiques et services d'information (TIC services);43600;OUI;OUI;OUI;OUI;5;5;3;5;5
08/03/2019 10:19;1883551407364270    ;Homme;2016;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;28;Non;Erba diagnostic;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur electronique;Recherche-developpement scientifique;32000;NON;NON;NON;NON;4;5;3;4;5
08/03/2019 18:33;1768549879167250    ;Homme;2017;Apprentissage;EGC;Activite;Public;CDI;France;Provence-Alpes-Cote d'Azur;;18;Non;SNCF Reseau;5000_;Etudes - Conseil et expertise (autre qu'informatique);ingenieur d'etude hydraulique ;Industrie automobile, aeronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;4;5;3;5;4
08/03/2019 19:04;1788412995836520    ;Femme;2018;Apprentissage;EGC;Volontariat;;;;;;;;;;;;;;;;;;;;;;
08/03/2019 21:30;1776166905404100    ;Femme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;Occitanie;;23;Non;CACG;50_249;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur ouvrages hydrauliques;Autres activites specialisees, scientifiques et techniques;30500;NON;OUI;NON;OUI;4;5;3;5;4
08/03/2019 21:52;1776102501602960    ;Homme;2018;Apprentissage;EGC;Activite;Prive;CTT;France;Occitanie;;1;Non;Forbat;20_49;Conduite de travaux;Assistant conducteur de travaux;Construction, BTP;26000;OUI;NON;OUI;NON;4;4;2;4;4
09/03/2019 09:14;1788410788041650    ;Homme;2017;Apprentissage;EGC;Activite;Prive;CDI;France;Occitanie;;17;Non;Prima groupe;10_19;Maitrise d'oeuvre ;Ingenieur etudes et travaux;Construction, BTP;30000;NON;OUI;NON;OUI;4;5;4;5;5
09/03/2019 10:07;1789083202231100    ;Homme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;30;Non;Bouygues ;5000_;Production - Exploitation ;Conducteur de travaux ;Construction, BTP;42000;OUI;OUI;OUI;OUI;5;5;4;5;5
08/02/2019 14:08;1768015126454010    ;Femme;2016;Initiale;STE;Activite;Public;CDD;France;Hauts-de-France;;22;Non;Pole Metropolitain de la Cote d'Opale;_10;Maitrise d'ouvrage ;;Administration d'etat, Collectivites territoriales, Hospitaliere;24600;NON;OUI;NON;OUI;1;5;2;4;
09/03/2019 12:29;1775265436690180    ;Femme;2016;Apprentissage;EGC;Activite;Prive;CDI;France;Corse;;28;Non;CETA Environnement ;10_19;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'etudes ;Autres activites specialisees, scientifiques et techniques;28000;NON;NON;NON;OUI;4;4;2;3;4
09/03/2019 14:44;1767833231783100    ;Femme;2017;Apprentissage;EGC;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;16;Non;Edf;5000_;Production - Exploitation ;Ingenieur genie civil;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);40300;NON;OUI;NON;OUI;4;4;4;4;3
26/02/2019 22:39;1788410786300640    ;Homme;2018;Initiale;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;0;Non;Cooperative vercors lait;20_49;Qualite, securite, s?rete de fonctionnement ;Responsable qualite adjoint;Industrie agroalimentaire ;30000;OUI;NON;NON;OUI;5;5;4;4;4
11/03/2019 10:19;1782921156842660    ;Homme;2018;Initiale;MEA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;7;Non;Adentis ;250_4999;;Ingenieur consultant ;Autres activites specialisees, scientifiques et techniques;31000;NON;NON;NON;NON;4;4;4;3;3
08/02/2019 16:13;1782661106976820    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;18;Non;Scalian Alyotech;250_4999;Informatique industrielle et technique ;ingenieur d'etude et realisation;Autres secteurs ;33500;NON;NON;NON;NON;3;5;3;3;3
11/03/2019 10:50;1789312612262240    ;Homme;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 10:52;1793744700896510    ;Femme;2017;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;17;Non;Alten SO;5000_;Methodes, controle de production, maintenance;;Societes de conseil, bureaux d'etudes;29640;NON;NON;NON;OUI;4;5;3;4;5
11/03/2019 10:57;1783045692872010    ;Femme;2017;Initiale;MAT;Activite;Prive;CDI;France;Centre-Val de Loire;;19;Non;SMAC;250_4999;Production - Exploitation ;Ingenieur travaux ;Construction, BTP;36400;NON;OUI;OUI;OUI;3;5;3;5;3
11/03/2019 10:58;1768453628111900    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;7;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Service Line Leader sur le bundle HCORE ;Industrie des technologies de l'Information et de la Communication (TIC);33000;OUI;NON;OUI;OUI;2;5;2;2;4
13/03/2019 21:20;1776541210122180    ;Femme;2017;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;17;Non;Capgemini;5000_;Informatique industrielle et technique ;Consultant PLM;Societes de conseil, bureaux d'etudes;38000;NON;NON;NON;NON;3;3;3;3;3
11/03/2019 11:09;1789246118099040    ;Femme;2016;Initiale;MAT;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;9;Non;PLANITEC;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur d'affaire;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);35400;NON;NON;NON;OUI;4;5;4;3;4
11/03/2019 11:13;1766828031937710    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;6;Non;MCA Ingenierie;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur d'etudes;Industrie automobile, aeronautique, navale, ferroviaire;33000;NON;NON;NON;OUI;5;5;3;5;5
11/03/2019 11:15;1893834515609910    ;Femme;2018;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;Trempelec;20_49;Methodes, controle de production, maintenance;Ingenieur methodes industrialisation ;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;34300;NON;OUI;NON;OUI;5;5;5;5;5
11/03/2019 11:17;1894585798284970    ;Femme;2018;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:20;1775574132888890    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;4CAD groupe;50_249;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur commercial CAO/PLM;Activites informatiques et services d'information (TIC services);38000;NON;NON;NON;NON;4;5;4;4;3
11/03/2019 11:22;1768381832280630    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;30;Non;Expleo;5000_;Production - Exploitation ;Ingenieur M&P;Industrie automobile, aeronautique, navale, ferroviaire;33780;OUI;NON;NON;OUI;4;4;2;4;4
11/03/2019 11:27;1789034148419490    ;Femme;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:36;1783556163890680    ;Homme;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 11:49;1783429267111760    ;Homme;2017;Apprentissage;MAT;These;;;;;;;;;;;;;;;;;;;;;;
08/02/2019 13:29;1882916933541120    ;Homme;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 13:33;1783551733103470    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Normandie;;24;Non;Orano Projets;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Etudes Materiaux;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);36800;NON;NON;NON;NON;5;5;3;4;2
21/02/2019 20:37;1788522878377980    ;Homme;2017;Initiale;MI;Activite;Prive;CDI;France;Centre-Val de Loire;;12;Non;Pack 3.0;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur modelisation et simulation numerique;Recherche-developpement scientifique;32854;NON;NON;NON;OUI;4;4;2;5;4
21/02/2019 20:12;1789312834937740    ;Homme;2018;Initiale;MI;Etudes;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 14:35;1899261177600800    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;5;Non;Gerflor;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D Process;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits mineraux non metalliques;40000;NON;NON;OUI;NON;4;4;2;3;3
08/02/2019 19:53;1782520393975250    ;Homme;2016;Initiale;MI;Activite;Prive;CDI;France;ile-de-France;;30;Non;GP-Concept;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur charge de projet;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);37400;OUI;OUI;OUI;OUI;4;1;5;4;5
11/03/2019 15:37;1794637799468610    ;Homme;2016;Initiale;MAT;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;7;Non;Saint-Gobain Research Provence (ex Saint-Gobain CREE);5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D;Recherche-developpement scientifique;42700;NON;NON;NON;NON;4;5;3;4;4
11/03/2019 15:37;1788523039018810    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;DE VIRIS groupe PARLYM;50_249;Ingenierie infrastructure;Ingenieur Etudes;Societes de conseil, bureaux d'etudes;35000;NON;OUI;OUI;OUI;4;4;3;3;4
11/03/2019 15:48;1782336314185680    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;ALTEN;5000_;Assistance technique;Ingenieur d'etude consultant;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);32500;OUI;NON;OUI;NON;5;5;4;4;4
11/03/2019 16:04;1789139063016260    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Normandie;;6;Non;PONTICELLI FRERES;5000_;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'Affaires;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;40000;OUI;OUI;OUI;OUI;4;5;4;4;4
11/03/2019 16:05;1777070169573770    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;5;Non;2C2I;50_249;CONCEPTION;Ingenieur Calcul;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;33000;NON;NON;NON;NON;4;5;3;3;5
11/03/2019 16:06;1776551784277790    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Occitanie;;1;Non;Agap 2;5000_;Qualite, securite, s?rete de fonctionnement ;Ingenieur Qualite Metallurgie ;Industrie automobile, aeronautique, navale, ferroviaire;33000;NON;NON;NON;NON;2;5;4;3;1
11/03/2019 16:13;1788520832919500    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Nouvelle-Aquitaine;;6;Non;Ponticelli;250_4999;Travaux d'arret De raffinerie ;Ingenieur d'affaires ;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;33600;OUI;OUI;OUI;OUI;5;5;5;5;5
12/03/2019 20:16;1768095949487950    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;18;Non;LRTI;20_49;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'affaires / iwe;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;39000;OUI;OUI;OUI;OUI;5;5;4;5;5
25/03/2019 16:00;1794775599387390    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;6;Non;MONTEIRO;50_249;Qualite, securite, s?rete de fonctionnement ;Preparateur qualite soudage;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;50000;NON;NON;NON;OUI;5;5;5;4;5
11/03/2019 18:09;1782333581805030    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;ile-de-France;;5;Non;Pierre Herme Paris;250_4999;Qualite, securite, s?rete de fonctionnement ;Assistante Qualite;Industrie agroalimentaire ;35000;NON;NON;NON;OUI;4;4;3;4;3
12/02/2019 02:46;1776695966718780    ;Femme;2018;Initiale;GBA;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 17:12;1788410734715660    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;6;Oui;Airbus commercial aircraft;5000_;Bureau d'etude;Ingenieur materiaux et procedes soudage ;Industrie automobile, aeronautique, navale, ferroviaire;40000;;OUI;;OUI;4;4;4;4;4
11/03/2019 17:18;1768006047765230    ;Homme;2018;Apprentissage;MSI;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
11/03/2019 17:34;1796972700020090    ;Homme;2016;Initiale;MAT;Activite;Prive;CDD;France;Auvergne-Rhone-Alpes;;2;Non;Cea leti;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur integration filiere ;Recherche-developpement scientifique;29000;NON;NON;NON;NON;4;5;3;4;5
08/02/2019 16:56;1788640939020030    ;Femme;2018;Initiale;GBA;Activite;Prive;CDI;France;Pays de la Loire;;6;Non;Cycle Farms;_10;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieure nutrition;Autres activites specialisees, scientifiques et techniques;30000;NON;OUI;NON;OUI;4;5;3;4;2
11/03/2019 18:26;1782714862940150    ;Femme;2016;Initiale;GBA;Activite;Prive;CDI;France;Hauts-de-France;;0;Non;Mowi ;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Product manager & NPD Junior;Industrie agroalimentaire ;34000;NON;OUI;NON;OUI;4;4;4;4;3
11/03/2019 18:35;1898711235287940    ;Femme;2018;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
26/02/2019 22:11;1789425835894650    ;Homme;2018;Initiale;MI;Activite;Prive;Contrat local;Etranger;;Slovaquie;2;Non;SHARK.AERO;20_49;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D;Industrie automobile, aeronautique, navale, ferroviaire;28680;NON;NON;NON;OUI;5;;3;5;4
11/03/2019 19:53;1793993174453520    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Bourgogne-Franche-Comte;;5;Non;Framatome;5000_;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur R&D soudage;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);40000;NON;OUI;NON;OUI;4;5;3;5;3
11/03/2019 19:05;1782593075378550    ;Homme;2017;Initiale;MAT;Activite;Prive;CDI;France;Normandie;;17;Non;EDF;5000_;Production - Exploitation ;Ingenieur Systeme Groupe Turbo-Alternateur;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);47000;NON;NON;NON;OUI;5;5;4;4;4
13/02/2019 23:30;1794283006033660    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;17;Non;Eccr ingenierie ;250_4999;Etudes - Conseil et expertise (autre qu'informatique);Ingenieur calculs ;Societes de conseil, bureaux d'etudes;;NON;NON;NON;OUI;4;3;4;3;4
12/03/2019 03:13;1782327184883430    ;Homme;2018;Apprentissage;SE;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
12/03/2019 08:00;1789139068558700    ;Homme;2018;Initiale;MAT;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;6;Non;Abylsen;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur d'affaires;Societes de conseil, bureaux d'etudes;28500;OUI;OUI;OUI;OUI;4;;;;
15/04/2019 10:26;1803247967074530    ;Femme;2018;Professionalisation;GBA;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;8;Non;CLEXTRAL;250_4999;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Leader d'essais;Autres industries (bois, imprimerie, fabrication, reparation et installation de machines et d'equipements, ...);36000;NON;OUI;NON;OUI;3;4;4;3;2
12/03/2019 12:22;1888691982542960    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Occitanie;;1;Non;Orano Projets;5000_;Maitrise d'ouvrage ;Ingenieur Responsables tout Corps d'etat Tuyauterie Chaudronnerie ;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);45000;OUI;OUI;OUI;OUI;4;3;3;4;5
12/03/2019 14:02;1782714542276590    ;Homme;2018;Apprentissage;SE;Activite;Prive;CDI;France;Occitanie;;6;Non;DMS Imaging;50_249;Recherche-developpement, etudes scientifiques et techniques (autre qu'informatique);Ingenieur Systeme;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;35000;OUI;NON;NON;OUI;4;5;4;4;3
12/03/2019 18:36;1888751679830520    ;Homme;2016;Apprentissage;MSI;Activite;Public;CDI;France;Provence-Alpes-Cote d'Azur;;30;Non;Gendarmerie;5000_;;;Autres secteurs ;30000;OUI;NON;OUI;NON;;;;;
25/03/2019 15:42;1782917424882040    ;Homme;2017;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;Groupe ADF;250_4999;Qualite, securite, s?rete de fonctionnement ;Ingenieur qualite soudage;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;39000;OUI;NON;OUI;OUI;4;4;4;5;4
12/03/2019 22:27;1888881484098460    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;Eiffage metal ;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Ingenieur projets;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;42000;OUI;OUI;OUI;OUI;5;5;3;5;3
12/03/2019 22:43;1782335932003810    ;Homme;2018;Apprentissage;MSI;Activite;Prive;CDD;France;Occitanie;;1;Non;CIMAT;250_4999;Assistance technique;Assistant chef de projet;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;32000;NON;NON;NON;NON;4;4;3;4;4
12/03/2019 23:49;1789139235822350    ;Homme;2016;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 11:17;1788751978030430    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;11;Non;ROBATEL INDUSTRIES;50_249;Methodes, controle de production, maintenance;Ordonnanceur;Metallurgie et fabrication de produits metalliques a l'exception des machines et des equipements;40600;OUI;OUI;OUI;OUI;4;4;4;4;4
13/03/2019 11:38;1793838444568620    ;Femme;2018;Apprentissage;SE;Sans activite volontairement;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 11:55;1798487225680640    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;31;Non;ABYLSEN STRA;250_4999;Commercial(e) (dont ingenieur(e) d'affaire) ;Manager Coach;Agriculture, sylviculture et peche ;108000;OUI;OUI;OUI;OUI;5;5;5;5;5
13/03/2019 12:13;1782464366155500    ;Femme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;19;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Ingenieur en technologie de l'information;Industrie des technologies de l'Information et de la Communication (TIC);35000;NON;NON;NON;NON;4;5;3;4;4
13/03/2019 12:13;1798487275128440    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;16;Non;SOPRASTERIA;5000_;Exploitation / maintenance informatique ;Ingenieur Developpement;Activites informatiques et services d'information (TIC services);32500;NON;NON;NON;NON;4;5;3;4;3
13/03/2019 12:14;1858522590312930    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Provence-Alpes-Cote d'Azur;;6;Non;Poligma SAS;_10;Etudes et developpement en systemes d'information ;Data-scientist & backend engineer;Societes de conseil, bureaux d'etudes;24636;OUI;NON;OUI;OUI;5;4;2;5;5
13/03/2019 12:18;1769008063805780    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;6;Non;TheChatbotFactory;10_19;Autre service ou departement;Ingenieur logiciel;Autres activites specialisees, scientifiques et techniques;34000;NON;NON;NON;NON;3;4;4;5;5
13/03/2019 12:22;1788692464408060    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;;Non;Ubiant;20_49;Etudes et developpement en systemes d'information ;Ingenieur recherche et developpement;Activites informatiques et services d'information (TIC services);36000;NON;NON;NON;OUI;5;5;3;5;5
13/03/2019 12:31;1975976736882070    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;4;Non;SMILE;250_4999;Exploitation / maintenance informatique ;Ingenieur etudes et developpement;Activites informatiques et services d'information (TIC services);30000;NON;NON;NON;NON;3;4;2;;5
13/03/2019 12:40;1798760223232460    ;Homme;2016;Initiale;IG;Activite;Prive;CDI;France;ile-de-France;;11;Non;Red Hat;5000_;Informatique industrielle et technique ;Avant-vente;Industrie des technologies de l'Information et de la Communication (TIC);56000;NON;NON;NON;NON;5;5;5;5;5
13/03/2019 13:16;1798487317038550    ;Homme;2017;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;24;Non;CGI France ;5000_;Etudes et developpement en systemes d'information ;Ingenieur en systemes d'information ;Activites informatiques et services d'information (TIC services);36000;OUI;;;;4;5;3;4;5
27/03/2019 22:26;1776167064812550    ;Femme;2018;Professionalisation;GBA;Volontariat;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 13:56;1794036690548180    ;Homme;2016;Apprentissage;MSI;Activite;Prive;CDI;France;Auvergne-Rhone-Alpes;;17;Non;Bureau Veritas;5000_;Production - Exploitation ;ingenieur specialiste;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);40000;NON;NON;NON;OUI;3;5;4;4;3
26/02/2019 22:13;1922396063984590    ;Homme;2018;Apprentissage;GBA;Recherche;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 14:55;1793784768342890    ;Homme;2018;Initiale;IG;Activite;Prive;CDI;France;Occitanie;;7;Non;CGI;5000_;Etudes et developpement en systemes d'information ;Ingenieur en technologie de l'information;Industrie des technologies de l'Information et de la Communication (TIC);29000;NON;NON;NON;NON;3;5;3;4;5
13/03/2019 15:11;1919719536675400    ;Homme;2016;Initiale;IG;These;;;;;;;;;;;;;;;;;;;;;;
13/03/2019 15:20;1783101163187100    ;Femme;2016;Initiale;IG;Activite;Prive;CDI;Etranger;;Espagne;7;Non;SCHNEIDER ELECTRIC;5000_;Etudes et developpement en systemes d'information ;Commercial data specialist;energie (Production et distribution d'electricite, de gaz, de vapeur et d'air conditionne);40320;NON;NON;NON;NON;3;4;4;3;5
13/03/2019 15:46;1875273292402920    ;Homme;2018;Professionalisation;IG;Activite;Prive;CDI;France;Occitanie;;5;Non;Ausy;250_4999;Etudes et developpement en systemes d'information ;Ingenieur logiciel ;Societes de conseil, bureaux d'etudes;32000;NON;NON;NON;NON;4;5;4;4;3
13/03/2019 17:35;1876018957403790    ;Homme;2017;Apprentissage;IG;Activite;Prive;CDI;France;Occitanie;;2;Oui;Teads;250_4999;Marketing;Software Engineer;Activites informatiques et services d'information (TIC services);40000;NON;NON;NON;NON;4;4;5;5;5
