Date;Genre;identifiant;Annee_diplome;Type_formation;Filiere;Situation;Secteur;Nature_contrat;France;Region;Pays;Anciennete;Nom_entreprise;Taille_entreprise;Departement;Intitule_poste;Secteur_activite;Salaire_annuel;Responsabilite_hierarchique;Responsabilite_budget;Responsabilite_equipe;Responsabilite_projet;Satisfaction_globale;Saitisfaction_relations;Satisfaction_salaire;Satisfaction_autonomie;Satisfaction_localisation
20/01/2020 15:55;Femme;1,8888E+15;2017;Professionalisation;GBA;Activite;Privé;CDI;A l'étranger;;Royaume-Uni;3;PPD;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Spécialiste en information médicale ;Industrie pharmaceutique;41000;NON;NON;NON;NON;3;4;4;3;3
21/01/2020 18:29;Homme;1,77706E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;24;Alten;5 000 salarié(e)s ou plus;Qualité, sécurité, sûreté de fonctionnement ;Ingénieur qualité ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;33000;NON;NON;NON;OUI;4;5;3;4;5
11/01/2020 10:12;Femme;1,78908E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;14;Cnim;250 à  4 999 salarié(e)s ;Production - Exploitation ;Ingénieur process ;Industrie chimique;;NON;NON;NON;NON;4;4;4;4;5
10/01/2020 16:43;Homme;1,88288E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;28;IoTerop;De 10 à 19 salarié(e)s ;Informatique industrielle et technique ;Ingénieur embarqué système;Télécommunications;33000;NON;NON;NON;OUI;4;4;3;5;4
10/01/2020 18:26;Homme;1,80673E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;1;Sopra Steria ;250 à  4 999 salarié(e)s ;Assistance technique;Appuie support informatique ;Activités informatiques et services d'information (TIC services);26000;NON;NON;NON;NON;3;5;3;2;4
13/01/2020 09:25;Homme;1,98292E+15;2017;Apprentissage;EGC;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;16;Eiffage Génie Civil;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingénieur Travaux;Construction, BTP;40000;OUI;OUI;OUI;OUI;3;4;3;4;4
10/01/2020 21:22;Femme;1,78305E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;1;Les serres de la piogerie;250 à  4 999 salarié(e)s ;Production - Exploitation ;;Industrie agroalimentaire ;40000;OUI;NON;OUI;OUI;5;5;4;5;5
11/01/2020 11:28;Femme;1,77564E+15;2017;Professionalisation;GBA;Activite;Privé;CDI;En France;Occitanie;;29;Impac ingenierie ;250 à  4 999 salarié(e)s ;;Clinical Supply Packaging Manager ;Industrie pharmaceutique;39000;NON;NON;NON;OUI;4;5;4;4;3
10/01/2020 16:12;Homme;1,7761E+15;2017;Apprentissage;SE;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 18:53;Homme;1,88864E+15;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;11;Altran;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Consultant;Activités informatiques et services d'information (TIC services);32000;NON;NON;NON;NON;4;5;3;3;5
10/01/2020 18:12;Homme;1,78285E+15;2017;Apprentissage;MSI;Activite;Privé;CDI;A l'étranger;;GABON;0;TISSOT INDUSTRIE SAS;De 50 à 249 salarié(e)s ;Production - Exploitation ;;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;65000;NON;OUI;NON;OUI;4;3;3;5;3
11/01/2020 09:17;Femme;1,79374E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;25;Alten ;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Méthodes usinage sur site de production ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;33000;OUI;NON;OUI;OUI;4;5;3;4;5
11/01/2020 16:48;Femme;1,88906E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;6;SEGULA ENGINEERING FRANCE;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieure environnement/hydrobiologiste;Autres activités spécialisées, scientifiques et techniques;34200;OUI;NON;NON;OUI;4;5;3;4;5
10/01/2020 20:04;Femme;1,78246E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Bourgogne-Franche-Comté;;12;Erhard pâtissier glacier ;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet R&D Pâtisserie et friture ;Industrie agroalimentaire ;32000;OUI;OUI;NON;OUI;5;5;4;4;5
10/01/2020 16:56;Homme;1,77707E+15;2017;Initiale;MEA;These;;;;;;;;;;;;;;;;;;;;;
22/01/2020 18:59;Femme;1,7761E+15;2017;Initiale;MAT;Volontariat;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:29;Homme;1,78356E+15;2017;Initiale;MAT;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:58;Homme;1,79378E+15;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;25;Efor;250 à  4 999 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur rd consultant;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;;NON;NON;NON;OUI;2;3;;4;4
10/01/2020 16:54;Femme;1,79942E+15;2017;Professionalisation;GBA;Activite;Public;Titulaire de la fonction publique;En France;Île-de-France;;15;DGCCRF (Direction générale de la concurrence de la consommation et de la répression des fraudes);250 à  4 999 salarié(e)s ;DDPP (Direction départementale de la protection des populations);Inspecteur spécialisé dans les produits alimentaires;Industrie agroalimentaire ;;NON;NON;NON;OUI;5;5;4;4;2
10/01/2020 16:38;Femme;1,78852E+15;2017;Professionalisation;GBA;Activite;Privé;CDI;En France;Occitanie;;6;Alten Sud Ouest;250 à  4 999 salarié(e)s ;Production - Exploitation ;Aircraft Manager;Industrie automobile, aéronautique, navale, ferroviaire;31000;NON;NON;OUI;OUI;4;5;2;5;5
13/01/2020 22:17;Homme;1,78234E+15;2017;Initiale;MEA;Activite;Privé;CDI;A l'étranger;;Suisse;10;Go Concept;250 à  4 999 salarié(e)s ;Informatique industrielle et technique ;Ingénieur systèmes embarqués;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;72540;NON;NON;NON;NON;4;5;5;4;4
10/01/2020 20:33;Homme;1,78908E+15;2017;Professionalisation;MI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;9;Solutec;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingenieur d'études ;Activités informatiques et services d'information (TIC services);35000;NON;NON;NON;NON;4;3;4;4;5
15/01/2020 14:39;Homme;1,76783E+15;2017;Apprentissage;SE;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:12;Femme;1,88925E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;13;Horisis Conseil;De 50 à 249 salarié(e)s ;Consulting;Consultante PMO;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;40000;OUI;OUI;OUI;OUI;5;4;4;4;3
10/01/2020 18:12;Homme;1,75852E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;7;Airbus helicopters;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur matériaux et acv;Industrie automobile, aéronautique, navale, ferroviaire;43000;OUI;OUI;NON;OUI;3;5;5;5;2
11/01/2020 21:18;Homme;1,76791E+15;2017;Initiale;STE;Activite;Privé;CDI;A l'étranger;;Suisse;28;SGI Ingénierie SA;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études en hydraulique urbaine;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;65600;OUI;NON;NON;NON;1;4;5;4;4
28/01/2020 13:32;Homme;1,78914E+15;2017;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;30;NanoXplore;De 20 à 49 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur R&D;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;35000;NON;NON;NON;NON;5;5;3;5;5
13/01/2020 19:57;Homme;1,79849E+15;2017;Initiale;STE;Volontariat;;;;;;;;;;;;;;;;;;;;;
21/01/2020 11:10;Homme;1,78958E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;36;Kerry Ravifruit;5 000 salarié(e)s ou plus;Production - Exploitation ;Responsable amélioration continue;Industrie agroalimentaire ;41392;OUI;OUI;OUI;OUI;4;3;4;5;1
10/01/2020 21:15;Homme;1,76783E+15;2017;Initiale;IG;Sans activité ;;;;;;;;;;;;;;;;;;;;;
12/01/2020 15:41;Homme;1,78355E+15;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Occitanie;;26;;De 10 à 19 salarié(e)s ;;;Autres activités spécialisées, scientifiques et techniques;;;;;;5;;;;
11/01/2020 19:30;Homme;1,78271E+15;2017;Initiale;IG;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;28;Amaris;5 000 salarié(e)s ou plus;Etudes et développement en systèmes d'information ;Consultant;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;37500;NON;NON;NON;NON;5;5;4;5;4
11/01/2020 23:15;Homme;1,79378E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;0;Insidix;De 10 à 19 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur support application;Industrie des technologies de l'Information et de la Communication (TIC);40000;NON;NON;OUI;OUI;4;;5;5;5
10/01/2020 21:04;Femme;1,79398E+15;2017;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;34;Idean (anciennement Backelite);5 000 salarié(e)s ou plus;Développement mobile;Chef de projet MOE;Autres secteurs ;38000;NON;OUI;OUI;OUI;5;5;4;5;3
19/01/2020 18:22;Homme;1,78266E+15;2017;Initiale;MAT;Activite;Privé;CDI;A l'étranger;;Allemagne;27;Dr. O.K Wack Chemie GmbH;De 50 à 249 salarié(e)s ;Assistance technique;Technology Analyst;Industrie chimique;46000;NON;NON;NON;OUI;1;5;2;3;3
22/01/2020 11:10;Femme;1,77527E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Île-de-France;;12;OFIS - VEOLIA ;5 000 salarié(e)s ou plus;Etudes - Conseil et expertise (autre qu'informatique);Ingénieure tests et validation;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;30870;NON;NON;NON;OUI;4;5;2;4;5
10/01/2020 19:14;Homme;1,82255E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;28;ASTRA PLASTIQUE;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Chef de projet usine ;Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minéraux non métalliques;36000;NON;OUI;NON;OUI;4;4;3;5;5
10/01/2020 18:15;Homme;1,80285E+15;2017;Initiale;MEA;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:01;Femme;1,78246E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;27;IoTerop;De 10 à 19 salarié(e)s ;Informatique industrielle et technique ;Ingénieur de développement ;Recherche-développement scientifique;31500;NON;NON;NON;OUI;4;4;2;4;5
13/01/2020 09:24;Homme;1,78317E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Île-de-France;;18;Nokia;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur FPGA;Télécommunications;;NON;NON;NON;OUI;5;5;4;5;4
15/01/2020 14:44;Femme;1,78852E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;19;Veolia Eau;5 000 salarié(e)s ou plus;Commercial(e) (dont ingénieur(e) d'affaire) ;Chargée d'affaire;Production et distribution d'eau assainissement, gestion des déchets et dépollution;37000;NON;NON;NON;OUI;5;5;4;5;5
11/01/2020 13:01;Homme;1,78936E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;3;Sto;250 à  4 999 salarié(e)s ;Assistance technique;Ingénieur Technique;Industrie chimique;38500;NON;NON;NON;OUI;4;5;5;3;2
12/01/2020 16:06;Homme;1,77655E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;13;Brasserie Bourganel; Moins de 10 salarié(e)s ;Production - Exploitation ;Opérateur de production;Industrie agroalimentaire ;21600;NON;NON;NON;NON;3;5;2;4;2
14/01/2020 13:19;Femme;1,78852E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Île-de-France;;6;Fédération franÁaise cyclotourisme;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);;Autres secteurs ;24700;NON;NON;NON;OUI;2;4;2;2;
10/01/2020 16:59;Femme;1,87541E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;12;SAUR;5 000 salarié(e)s ou plus;Patrimoine et reporting;;Production et distribution d'eau assainissement, gestion des déchets et dépollution;28600;NON;NON;NON;NON;1;5;2;3;3
10/01/2020 20:58;Femme;1,77662E+15;2017;Professionalisation;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;4;LABEYRIE FINE FOODS;250 à  4 999 salarié(e)s ;Marketing;Chef de produit international;Industrie agroalimentaire ;38500;OUI;OUI;NON;OUI;4;4;4;4;4
11/01/2020 21:34;Femme;1,79876E+15;2017;Initiale;GBA;Activite;Privé;CDD;A l'étranger;;Royaume-Uni;19;MDS Ltd; Moins de 10 salarié(e)s ;Innovation, Propriété industrielle, brevets, transfert de technologie;New Product Development Technologist;Industrie agroalimentaire ;25847;NON;NON;NON;OUI;3;3;3;4;
10/01/2020 16:29;Femme;1,77609E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Centre-Val de Loire;;18;IRH Ingénieur Conseil;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur Maîtrise d'oeuvre ;Autres secteurs ;33614;NON;NON;NON;NON;4;5;2;4;4
10/01/2020 18:24;Femme;1,7576E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Île-de-France;;6;Edf;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur soudage;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);42250;NON;NON;NON;NON;5;5;5;5;3
10/01/2020 16:42;Femme;1,78233E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Guyane;;15;AGIR;De 10 à 19 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargés d'affaires;Construction, BTP;35000;OUI;NON;OUI;OUI;4;3;3;4;4
21/01/2020 19:12;Homme;1,78875E+15;2017;Initiale;MAT;Activite;Privé;CDI;A l'étranger;;Brésil;7;EMBRAER S.A.;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Ingénieur de Développement de Procédés;Industrie automobile, aéronautique, navale, ferroviaire;23000;NON;NON;NON;OUI;4;5;5;4;2
11/01/2020 10:08;Homme;1,78292E+15;2017;Initiale;STE;These;;;;;;;;;;;;;;;;;;;;;
22/01/2020 10:17;Femme;1,77609E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;12;CREOCEAN;De 50 à 249 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur chargée d'études environnement marin;Autres activités spécialisées, scientifiques et techniques;27800;OUI;OUI;NON;OUI;5;4;3;5;5
15/01/2020 16:53;Femme;1,79871E+15;2017;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;24;PURE ENVIRONNEMENT;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Chargée d'études en hydraulique ;Production et distribution d'eau assainissement, gestion des déchets et dépollution;24612;OUI;NON;NON;OUI;3;5;2;2;3
14/01/2020 12:33;Femme;1,79399E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Pays de la Loire;;5;Fly The Nest;De 10 à 19 salarié(e)s ;Organisation transversale : Formation, RH, Communication et Commercial;Co-fondatrice;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;29520;NON;OUI;NON;OUI;5;5;3;5;5
24/01/2020 11:46;Homme;1,78853E+15;2017;Initiale;MAT;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;12;ST microelectronics;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Ingénieur process;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;38000;OUI;NON;OUI;OUI;3;3;3;4;2
10/01/2020 17:43;Homme;1,7831E+15;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
18/01/2020 18:09;Homme;1,76736E+15;2017;Initiale;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;11;Capgeminie;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingenieur logiciel;Activités informatiques et services d'information (TIC services);31005;NON;NON;NON;NON;4;4;3;3;4
13/01/2020 11:24;Homme;1,78266E+15;2017;Initiale;MI;Activite;Privé;CDI;En France;Île-de-France;;28;Scalian DS;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'études;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;35000;NON;NON;NON;NON;4;5;3;4;3
10/01/2020 19:21;Homme;1,78298E+15;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;28;Clemessy services EES;5 000 salarié(e)s ou plus;Méthodes, contrôle de production, maintenance;Responsable contrat de maintenance ;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;40000;OUI;OUI;OUI;OUI;4;5;3;4;3
10/01/2020 19:58;Homme;1,79853E+15;2017;Apprentissage;MSI;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;15;Nexter Systems;250 à  4 999 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur Méthode ;Autres secteurs ;37750;NON;NON;NON;OUI;4;4;3;3;2
16/01/2020 17:30;Femme;1,7831E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Occitanie;;27;Airbus DS;5 000 salarié(e)s ou plus;Matériaux et procédés;Ingénieur matériaux et procédés;Autres secteurs ;;NON;NON;NON;OUI;5;5;4;3;2
10/01/2020 20:42;Homme;1,79379E+15;2017;Initiale;IG;Activite;Public;CDD;En France;Hauts-de-France;;28;Ministère des Armées;5 000 salarié(e)s ou plus;Réseaux, intranet, internet, télécommunications ;Adjoint Chef de Section;Administration d'…tat, Collectivités territoriales, Hospitalière;20400;OUI;NON;OUI;NON;5;5;3;5;4
11/01/2020 17:12;Homme;1,88908E+15;2017;Initiale;MI;Activite;Privé;CDI;En France;Centre-Val de Loire;;14;Alten;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur calcul;Industrie automobile, aéronautique, navale, ferroviaire;29400;NON;NON;NON;NON;3;5;2;4;4
10/01/2020 18:41;Homme;1,76737E+15;2017;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;7;Som;5 000 salarié(e)s ou plus;Coordination ;Coordinateur tranche en marche;…nergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné);35500;NON;NON;NON;NON;5;4;4;5;3
10/01/2020 16:41;Homme;1,87595E+15;2017;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
15/01/2020 18:03;Homme;1,79468E+15;2017;Apprentissage;SE;These;;;;;;;;;;;;;;;;;;;;;
10/01/2020 17:27;Homme;1,7761E+15;2017;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;29;BIT Group France;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur en électronique et système numérique;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);36400;NON;NON;NON;NON;1;4;4;4;4
21/01/2020 20:32;Homme;1,78909E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Provence-Alpes-Côte d'Azur;;17;Elex;250 à  4 999 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Expert bâtiment ;Activités financières et d'assurance;33000;OUI;NON;NON;OUI;4;5;4;3;2
10/01/2020 18:48;Femme;1,78387E+15;2018;Initiale;STE;Activite;Privé;CDD;En France;Auvergne-Rhône-Alpes;;1;Veolia;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur études et projets techniques ;Production et distribution d'eau assainissement, gestion des déchets et dépollution;32500;NON;NON;NON;OUI;4;5;3;3;5
10/01/2020 17:02;Femme;1,88906E+15;2018;Initiale;STE;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;16;PROLOG INGENIERIE / SAGEE;De 20 à 49 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieure hydraulicienne;Autres activités spécialisées, scientifiques et techniques;;NON;OUI;NON;NON;4;5;5;5;5
12/01/2020 06:42;Homme;1,8767E+15;2018;Initiale;IG;Sans activité ;;;;;;;;;;;;;;;;;;;;;
13/01/2020 09:59;Homme;1,78869E+15;2018;Apprentissage;EGC;Activite;Public;CDD;En France;Occitanie;;14;Conseil départemental de l'Hérault;5 000 salarié(e)s ou plus;Assistance technique;Chargé d'opérations;Construction, BTP;26000;NON;NON;NON;OUI;4;5;3;5;5
10/01/2020 18:48;Homme;1,78875E+15;2018;Apprentissage;SE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 22:39;Homme;1,78852E+15;2018;Initiale;IG;Volontariat;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:48;Homme;1,79876E+15;2018;Initiale;MI;These;;;;;;;;;;;;;;;;;;;;;
21/01/2020 22:39;Homme;1,78852E+15;2018;Professionalisation;MI;Activite;Privé;CDI;En France;Occitanie;;17;Orano TN;5 000 salarié(e)s ou plus;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur études;Autres industries (bois, imprimerie, fabrication, réparation et installation de machines et d'équipements, ...);40400;OUI;NON;NON;NON;5;4;4;4;5
11/01/2020 00:19;Femme;1,78348E+15;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Île-de-France;;1;Joone;De 20 à 49 salarié(e)s ;Marketing;Chef de Produit ;Autres secteurs ;34000;NON;OUI;NON;OUI;5;5;4;5;5
15/01/2020 09:18;Femme;1,86845E+15;2018;Apprentissage;SE;Activite;Privé;CDI;En France;Occitanie;;10;klanik;De 50 à 249 salarié(e)s ;;Consultant;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;34000;;;;;4;5;3;4;2
10/01/2020 17:12;Homme;1,78931E+15;2018;Professionalisation;IG;Activite;Privé;CDI;En France;Occitanie;;30;Zendesk;250 à  4 999 salarié(e)s ;Etudes et développement en systèmes d'information ;Software engineer;Activités informatiques et services d'information (TIC services);63000;NON;NON;NON;NON;5;5;5;4;5
10/01/2020 21:58;Homme;1,76783E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;16;Diasys technologies;De 10 à 19 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur électronique et firmware;Recherche-développement scientifique;32480;NON;NON;NON;NON;5;5;5;5;5
14/01/2020 09:14;Homme;1,78846E+15;2018;Professionalisation;MAT;Activite;Privé;CDI;En France;Occitanie;;15;DEDIENNE SANTE;De 50 à 249 salarié(e)s ;Recherche-développement, études scientifiques et techniques (autre qu'informatique);Ingénieur BE;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;29000;;;;OUI;5;5;3;4;5
10/01/2020 17:01;Homme;1,76747E+15;2018;Initiale;STE;Sans activité ;;;;;;;;;;;;;;;;;;;;;
12/01/2020 18:40;Homme;1,78343E+15;2018;Initiale;STE;Activite;Privé;CDI;En France;Occitanie;;13;SAUR;5 000 salarié(e)s ou plus;Production - Exploitation ;Technicien exploitation;Production et distribution d'eau assainissement, gestion des déchets et dépollution;28000;NON;NON;NON;NON;4;4;3;5;5
22/01/2020 09:50;Homme;1,78311E+15;2018;Initiale;STE;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;12;Suez Consulting;De 20 à 49 salarié(e)s ;Etudes - Conseil et expertise (autre qu'informatique);Ingénieur d'étude;Autres secteurs ;32000;NON;OUI;NON;OUI;4;4;4;4;3
10/01/2020 17:20;Homme;1,76855E+15;2018;Apprentissage;EGC;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;15;Sade;5 000 salarié(e)s ou plus;Production - Exploitation ;Ingénieur Travaux;Construction, BTP;35775;OUI;OUI;OUI;OUI;4;5;2;3;4
10/01/2020 23:17;Homme;1,79374E+15;2018;Professionalisation;GBA;Activite;Privé;CDI;En France;Pays de la Loire;;7;Crystal;De 50 à 249 salarié(e)s ;Production - Exploitation ;Chef d'équipe;Industrie agroalimentaire ;31500;OUI;NON;OUI;NON;5;4;3;5;2
10/01/2020 17:54;Homme;1,78852E+15;2018;Apprentissage;MSI;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;15;PONTICELLI;250 à  4 999 salarié(e)s ;Commercial(e) (dont ingénieur(e) d'affaire) ;Ingénieur Travaux;Autres secteurs ;32000;OUI;OUI;OUI;OUI;4;5;4;4;5
10/01/2020 16:29;Homme;1,88841E+15;2018;Initiale;STE;En recherche emploi;;;;;;;;;;;;;;;;;;;;;
10/01/2020 16:43;Homme;1,78931E+15;2018;Initiale;IG;Activite;Privé;CDI;A l'étranger;;Royaume-Uni;17;Big Sofa;De 20 à 49 salarié(e)s ;Informatique industrielle et technique ;Front-End Developer;Autres activités spécialisées, scientifiques et techniques;57040;OUI;NON;NON;OUI;4;4;4;4;5
15/01/2020 20:02;Femme;1,77617E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Nouvelle-Aquitaine;;15;Conserves France;De 50 à 249 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Assistante QHSE;Industrie agroalimentaire ;27600;NON;NON;NON;NON;2;5;3;3;3
10/01/2020 18:45;Homme;1,89384E+15;2018;Initiale;MAT;Etudes;;;;;;;;;;;;;;;;;;;;;
13/01/2020 09:17;Femme;1,79433E+15;2018;Initiale;GBA;Activite;Privé;CDI;En France;Occitanie;;19;MAISON JEANJEAN;250 à  4 999 salarié(e)s ;Qualité, sécurité, sûreté de fonctionnement ;Chargée de Qualité ;Industrie agroalimentaire ;30000;NON;NON;NON;OUI;4;4;3;4;5
10/01/2020 18:00;Femme;1,89383E+15;2018;Initiale;MAT;Activite;Privé;CDI;En France;Auvergne-Rhône-Alpes;;16;Trempelec;De 50 à 249 salarié(e)s ;Méthodes, contrôle de production, maintenance;Ingénieur Méthodes Industrialisation;Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements;33800;NON;OUI;NON;OUI;5;4;4;5;5
13/01/2020 10:54;Homme;1,76765E+15;2018;Initiale;MEA;Activite;Privé;CDI;En France;Occitanie;;15;SERMA Ingenierie;De 50 à 249 salarié(e)s ;Informatique industrielle et technique ;Ingénieur Electronique ;Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants;34500;NON;NON;NON;NON;4;4;3;4;5
12/01/2020 22:39;Homme;1,77617E+15;2018;Initiale;IG;Activite;Privé;CDI;En France;Occitanie;;7;HR Team;De 50 à 249 salarié(e)s ;Etudes et développement en systèmes d'information ;Ingénieur études & développement;Activités informatiques et services d'information (TIC services);33000;NON;NON;NON;NON;3;5;3;4;5
